File_x,AvgVoltage_x,MinVoltage,AvgCurrent_x,MaxTemp_x,DischargeCapacity_Ah,Cycle,RUL,File_y,AvgVoltage_y,AvgCurrent_y,MaxTemp_y,CycleCapacity_Ah,File,Avg_Battery_Impedance,Max_Battery_Impedance,Avg_Rectified_Impedance,Avg_Current_Ratio,Avg_Sense_Current,Avg_Battery_Current,SOH
00001.csv,3.4752664759657903,2.470611866932728,-0.9527668403077524,12.376815880696888,1.7059871630015877,1,17,00003.csv,4.193520837869666,0.5207924895446029,8.793624097800858,1.540612210553491e-09,00002.csv,0.2139285518694496,0.3848591548411698,0.084121449787413,2.8703107953488463,856.0633552110118,308.67338810196594,1.0
00005.csv,3.4765588189090355,2.477661652422805,-0.9838885014038208,11.314903320182369,1.5485911041185842,2,16,00006.csv,4.187504197003788,0.5186862418251199,10.1455937779198,1.536849225300808e-09,00004.csv,0.2170824527076823,0.3522992379363719,0.0844271476013227,2.8451921594614684,855.4382227161726,309.0316800897638,0.9077390133428237
00007.csv,3.4707669643372343,2.4707098734854784,-0.9838892612061608,11.624528187721143,1.532369181752867,3,15,00008.csv,4.189655069774906,0.5135277214530581,9.371285850326036,1.5204824829127763e-09,00014.csv,0.2220132902241999,0.3950287398549942,0.089368932105366,2.9309028531343317,860.8508927845069,303.5132220658677,0.8982301948021405
00009.csv,3.4675514337042928,2.465457800547402,-0.9789465319710104,11.0929238810592,1.5116906665421097,4,14,00010.csv,4.191917514720392,0.5073739203979963,9.599392228576075,1.5026780449581723e-09,00016.csv,0.2211053359612666,0.3612276660251394,0.0886787143247203,2.8956445526093524,859.0965999972931,304.80108017417155,0.8861090513028104
00011.csv,3.4628386272032645,2.465765118194009,-0.9762620303137102,11.020979145558456,1.4953066851911692,5,13,00012.csv,4.193113417930489,0.5012755481230531,9.977435052651424,1.485819701183073e-09,00018.csv,0.2190141811173265,0.3914813745408368,0.0873054327270368,2.907161480718408,859.1359268485459,305.4986490251575,0.8765052385038242
00013.csv,3.4591836330966035,2.4700482803033514,-0.9711681299821951,11.05909419348262,1.4771002303827787,6,12,00015.csv,4.199479900529841,0.4945772130097396,8.878068239463989,1.4663447436366526e-09,00020.csv,0.2207926875510077,0.3580021789113,0.086573426341427,2.875574546382437,857.4228551103433,306.3886839181432,0.8658331448308817
00017.csv,3.440865649757287,2.484128874181115,-0.9709334670284248,11.877028657628198,1.474123833031268,7,11,00019.csv,4.196299797709012,0.494706079124223,8.54999351511764,1.4723818702585054e-09,00030.csv,0.2178475344246701,0.374945191183445,0.0879252770203158,2.9016907077431298,859.0206868838691,305.2189793664433,0.8640884673701945
00021.csv,3.44810227661685,2.483034750266961,-0.9610547420763002,11.559250858608888,1.4631991770671091,8,10,00022.csv,4.194434606990872,0.4918073887438026,9.9149863999085,1.4576149131759366e-09,00032.csv,0.2214662492810666,0.3595338548230026,0.0887249708897163,2.8946203405541127,859.1453086955559,304.83897549547675,0.8576847521482478
00023.csv,3.4496654644975946,2.49830336362436,-0.9582923588349712,11.34743713793976,1.44385228696324,9,9,00024.csv,4.195194011746863,0.4844742944222571,8.87729954678877,1.4358901184615107e-09,00034.csv,0.2220804857783298,0.3943814499414313,0.0904308883742493,2.944280148289751,861.910223962188,302.2463066821468,0.8463441685123021
00025.csv,3.4449123724079618,2.49851157426792,-0.9553719838321842,11.693269060729056,1.4283792959179062,10,8,00026.csv,4.196636862370744,0.4792323425448145,9.792328297818012,1.4204209517764775e-09,00036.csv,0.2265112781128559,0.3738498886275045,0.0937899205922819,2.955963439884312,863.7357451897597,299.9979967632461,0.8372743517042378
00027.csv,3.441830864370845,2.4919375577484737,-0.9527836491780216,11.557441727679937,1.4131854577972789,11,7,00028.csv,4.198462571285532,0.4733439927815017,8.793395853031353,1.405717900460752e-09,00046.csv,0.2258665204170046,0.3942279957391433,0.0935336565385655,2.973807788487124,864.2117159814558,299.6459925910911,0.8283681662122587
00029.csv,3.434468178084288,2.4683068422721184,-0.949814677088373,11.667407771157473,1.40130106361853,12,6,00031.csv,4.201236264948579,0.4666393276247713,8.489081034047558,1.388091920149549e-09,00048.csv,0.2283549970080691,0.3695764344248436,0.0949639086397025,2.965265575381794,864.3645997264344,299.34772133285765,0.8214018803945864
00033.csv,3.430115214310407,2.479195639185483,-0.962374774611937,11.311016339650983,1.438478733233323,13,5,00035.csv,4.200947231159852,0.4879871428002954,8.875067965433193,1.4492578758109244e-09,00058.csv,0.2322483998783087,0.3969283919523869,0.0981519547502948,3.0249161845560883,867.8422870339106,295.6551017839834,0.8431943477830169
00037.csv,3.442078085056046,2.4933737831605582,-0.9528782892582864,11.175603921563273,1.4344420203957722,14,4,00038.csv,4.197851110146361,0.4803492490133361,9.0113162300133,1.4273380239940081e-09,00060.csv,0.2315076018814688,0.3734815869057366,0.0979077449381135,2.998951935472935,866.8883471525536,296.5213594792465,0.8408281442586899
00039.csv,3.442467881226828,2.491571322470993,-0.9497638833815832,11.15023736338702,1.4154667448300309,15,3,00040.csv,4.198680988504506,0.4725750834617734,9.117837502841068,1.4052491685636767e-09,00070.csv,0.2390942712425822,0.4079114732926239,0.1022837345381895,3.0763435390315657,871.446247560882,292.1551186154591,0.829705390244319
00041.csv,3.4338551425476287,2.471859124111365,-0.9517106306260904,11.81131136026599,1.3992041570166345,16,2,00042.csv,4.199128153383965,0.4680286080585239,9.008870688771184,1.3903621526431144e-09,00072.csv,0.2362481468529377,0.3851675048186962,0.1020479099198058,3.0513428358789283,870.5424309188951,292.92749330354474,0.820172734802303
00043.csv,3.432751730603936,2.488914813470205,-0.9434304652541514,11.699803023226297,1.3785103590925816,17,1,00044.csv,4.199490357046566,0.4605810915035159,8.775487596967912,1.3699288039367803e-09,00082.csv,0.2446208600739032,0.4139634448597362,0.1056577279722306,3.1101929132962867,873.8337264234478,289.53941957126455,0.8080426330214412
00045.csv,3.4273855541261478,2.472852533936716,-0.9400482502771172,11.234017863419322,1.3617674635465986,18,0,00047.csv,4.204909593983731,0.4535761631204663,8.527927995096366,1.3491442157558607e-09,00084.csv,0.2408902505798599,0.3906192460132404,0.105394684538164,3.090805462267923,873.6423692667787,290.0878032393655,0.7982284351721884
00049.csv,3.4184685184601045,2.4822189935935484,-0.9371553622323052,11.729632241368254,1.3478769668806092,19,0,00050.csv,4.200687492197155,0.4526769344869139,9.25658691248093,1.3451243861702072e-09,00086.csv,0.2355903718436401,0.4096598709767005,0.0989269329408939,3.041267220888697,868.7031197181744,294.67589920214454,0.7900862304902084
00051.csv,3.650724657383404,3.452630071948054,-0.9839651386620408,8.565277404002732,0.6565463742727051,20,0,00052.csv,4.20790150879879,0.2360567145674879,8.229513715800891,7.013637087775648e-10,00088.csv,0.2378773762102595,0.3855326753611594,0.1028216157063354,3.065986432244699,871.3724924747625,291.8326187517875,0.3848483672746687
00053.csv,3.4156755122328164,2.481264290061195,-0.9234823229846594,12.186162994585318,1.3722301855053822,21,0,00054.csv,4.201675684962224,0.4448613754713746,8.682117686665979,1.3230235634705707e-09,00098.csv,0.2378448459269015,0.4056209290824774,0.1019295103756305,3.071624094570449,871.1244197130169,292.33438729487284,0.8043613781307832
00055.csv,3.4189443106786306,2.487540187711501,-0.930472095057463,11.147409475641334,1.3216744191775471,22,0,00056.csv,4.201116653934024,0.4412040962296821,8.807432989820063,1.3136307008472614e-09,00100.csv,0.24290845025762,0.3968493301157026,0.106592221932377,3.11103971631518,874.711087826989,288.6657855536192,0.7747270599927235
00057.csv,3.414783557486352,2.4907582384317,-0.9322821459755778,11.681014963080823,1.310845676658673,23,0,00059.csv,4.205978517025572,0.434990885455992,8.672791913113644,1.2988401060553695e-09,00110.csv,0.2471421330727734,0.4189448523339811,0.1073047554951439,3.1322237975101057,875.2536232740853,288.20749115927464,0.7683795664395939
00061.csv,3.409591730169167,2.493163832069928,-0.9267897523084676,11.29683746494969,1.2969668673798496,24,0,00062.csv,4.202742782656665,0.4349089878885845,8.749810595907697,1.2958684826935923e-09,00112.csv,0.2461558853809649,0.4006620975729154,0.1093969552836851,3.143207477030125,876.6283751784122,286.3936009909396,0.7602442125636573
00063.csv,3.407645240350967,2.479240941037315,-0.9316504925123936,11.88239860330653,1.2952616834559258,25,0,00064.csv,4.201912739780461,0.4329879804698601,8.66228512118762,1.2875487019965455e-09,00122.csv,0.2465725144243926,0.4119005649070634,0.1084357357192233,3.138077875432601,876.0063773668113,287.6562870024191,0.759244683399016
00065.csv,3.407201115194828,2.4915265338912347,-0.9255669375549472,11.79170575767619,1.2785415208131443,26,0,00066.csv,4.202580692565229,0.4269148375399342,9.019728113451215,1.2719009335248363e-09,00124.csv,0.2464679327227704,0.3975154484927228,0.10969601157814,3.141396295937954,876.5497977015417,286.4615704332685,0.749443810915683
00067.csv,3.402851724115477,2.495727313119633,-0.9273633082574366,11.72661603963688,1.267094221212304,27,0,00068.csv,4.203217812606892,0.4228666013470354,9.116016163768313,1.2601737374810774e-09,00134.csv,0.2492871116249718,0.4183467857815852,0.108766763818898,3.144316565210557,876.4120309848014,287.2937763557547,0.7427337372122563
00069.csv,3.398740761774466,2.497974212051376,-0.9267828902753352,12.464631760563272,1.2614490983031843,28,0,00071.csv,4.206994473886876,0.4184424376066384,8.576939986227508,1.249854396815551e-09,00136.csv,0.2473853184910992,0.4027203057341642,0.1103594893820917,3.147424253843806,877.0455089041974,286.11534622745467,0.7394247305376765
00073.csv,3.3945066004903923,2.495109477398993,-0.9236824517720292,11.863547747838409,1.2513786053625091,29,0,00074.csv,4.204168206769557,0.4202240581724371,9.125952057926662,1.251588033737801e-09,00138.csv,0.2445466407993416,0.4165049974856419,0.1057704899182051,3.120638639755098,874.4783879401567,288.703824691879,0.7335217008085685
00075.csv,3.39192930556013,2.4851956352139384,-0.9289085100178416,12.460832791038596,1.2508641422769138,30,0,00076.csv,4.204667229142807,0.4175325417433043,8.913521508673037,1.2434125944934042e-09,00140.csv,0.2451690993378706,0.4009952986561964,0.1081723543247312,3.128107781016611,875.80250862198,287.311256098126,0.7332201375279338
00077.csv,3.39128980672992,2.4873308484835266,-0.9282275865985664,12.213639136225725,1.2409365235913885,31,0,00078.csv,4.204367360369479,0.4144175704363852,8.992670910674468,1.2341629443301599e-09,00150.csv,0.2523805534191112,0.4244631333548057,0.1110297180369749,3.177594828341841,878.5794702087072,284.8226555661324,0.7274008565269806
00079.csv,3.3932667889977304,2.488620645344286,-0.9244391789678552,11.534784991217848,1.2255975993855257,32,0,00080.csv,4.204504370872263,0.409594488647335,8.976466972713451,1.2204734119480884e-09,00152.csv,0.2498293618967541,0.4062874624518258,0.1118278727202773,3.172492671326841,878.6007813243806,284.1413193457759,0.7184096257964545
00081.csv,3.3838600818009588,2.476969143594387,-0.9270544586298616,12.42977502748968,1.2239070261029703,33,0,00083.csv,4.207446252928076,0.4053218282497912,8.403683675857872,1.2118454962580263e-09,00154.csv,0.2500686837034585,0.4258256954285304,0.1087982092517603,3.1548918040473395,876.9295818239638,286.38767688330074,0.7174186609643506
00085.csv,3.3866520851320576,2.4790054948940434,-0.9460868598841972,12.428323073625249,1.2952342521118732,34,0,00087.csv,4.206037628675572,0.4392978619049421,8.788041070938254,1.310964534652305e-09,00156.csv,0.2502911581305707,0.4034155013656206,0.1122382068520575,3.17358999071026,878.3790950519739,283.8642103983393,0.7592286039438784
00089.csv,3.402095154295076,2.479600589435018,-0.935687160235108,12.48741336421358,1.3025594670792602,35,0,00090.csv,4.203138999754099,0.4356585917615764,8.996273749783748,1.296782379411671e-09,00166.csv,0.2542949608366032,0.4135807196887337,0.1142587226770762,3.205680991716361,880.7109342766829,282.0194790972064,0.7635224316620769
00091.csv,3.404625504614091,2.46837363838224,-0.9401469539731848,11.343734065329729,1.2804913963801812,36,0,00092.csv,4.203170749305455,0.4218901947759101,8.968773510126884,1.271473562594005e-09,00168.csv,0.2518870697071394,0.4112726778034656,0.1133355789936055,3.190446406934342,879.9026588265779,282.99078387387107,0.7505867711965835
00093.csv,3.3977378433240317,2.497016493627855,-0.9395699773936356,12.641653349352346,1.2673199533536357,37,0,00094.csv,4.203630851563333,0.4234660835614204,9.068457233547,1.2605426967316002e-09,00170.csv,0.246842581165967,0.4217653564687748,0.1067537964104882,3.131669167800299,875.3252020399686,287.97948884652266,0.7428660548206342
00095.csv,3.39454078926717,2.4751740867556524,-0.9358360923749524,11.969937687736325,1.2508145643097337,38,0,00096.csv,4.203986330280333,0.4170090691373015,9.600388701677394,1.244184884173864e-09,00172.csv,0.2504223722761221,0.4096879633360889,0.1122161235044024,3.1831752940738567,879.5374903138762,283.670179913544,0.7331910763671846
00097.csv,3.397135252361952,2.499811739255094,-0.9347239037948782,11.438399477589398,1.2339556406027152,39,0,00099.csv,4.207435158926691,0.4095500330776799,8.576341354197764,1.2233852487938278e-09,00182.csv,0.2517829873357192,0.4274806741480371,0.1097849771378467,3.1663886911814507,877.7455440532052,285.51028549575125,0.723308866188442
00101.csv,3.384557786350807,2.494550023378076,-0.9317054169779714,12.144441411939049,1.2283660188528427,40,0,00102.csv,4.204698328773422,0.4117439928891505,9.684286179234707,1.2272748993336131e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7200323926773295
00103.csv,3.38207924956575,2.477337702429082,-0.9431234654151266,12.67224284322037,1.2274575928114384,41,0,00104.csv,4.204367303680974,0.4087170072204891,9.050797354590737,1.2191125466945643e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7194998997834171
00105.csv,3.3808097620789024,2.478325379623597,-0.936452141533906,11.984785271459067,1.2093395504180997,42,0,00106.csv,4.204275467629636,0.4036908682874204,9.672640844666988,1.203122249808361e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7088796308937843
00107.csv,3.382026759648077,2.494831087986124,-0.9330135422416266,12.101959002780742,1.1998797930466285,43,0,00108.csv,4.204794193389337,0.4003799802682961,9.672917525535627,1.194329932187946e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7033345965719391
00109.csv,3.376424700878435,2.495678140540268,-0.9354455085688508,12.396974763839234,1.1939537744738864,44,0,00111.csv,4.207763160123214,0.3957217678777699,8.275505407411664,1.1828748293089784e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6998609370384666
00113.csv,3.3729563491800936,2.4729308126474736,-0.9350017140200774,11.455115215105929,1.1872506044712572,45,0,00114.csv,4.204663022683801,0.3944938251009059,9.244232741743328,1.1884298174076714e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6959317339658975
00115.csv,3.378642488252421,2.494578415325497,-0.9345624675488318,11.39345446641458,1.1780943421265524,46,0,00116.csv,4.204118743898251,0.3938139126759178,8.98886237250283,1.1732170588035159e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6905645995915715
00117.csv,3.370172138170829,2.492546798627854,-0.940582322918386,12.6352725981059,1.180425096023729,47,0,00118.csv,4.20472704038015,0.3939139927877681,8.764404412635383,1.1747156432758121e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6919308196591808
00119.csv,3.367920943746027,2.4752083843332136,-0.940166082376245,12.45444631401429,1.1747570738413975,48,0,00120.csv,4.204572560055919,0.3911627063711972,10.248920981212065,1.1674753977260143e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6886083900974255
00121.csv,3.373113378745868,2.4974098896142385,-0.9385550163357156,12.18400994607025,1.1632908017047163,49,0,00123.csv,4.20767761396186,0.3844244564720974,8.050593138909571,1.1534607334194402e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6818871952459314
00125.csv,3.357068473489348,2.470530852621601,-0.9458548848985764,12.849012968534735,1.1708409419840895,50,0,00126.csv,4.204815660377147,0.3926419117293033,9.051801996945862,1.170604307931378e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6863128676326387
00127.csv,3.3691516897861757,2.4800604125308974,-0.9389122330771016,11.44307926801482,1.1557788338444432,51,0,00128.csv,4.205053049520213,0.3862489147687038,9.434354469842534,1.1520766496314002e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6774838984197958
00129.csv,3.3578225461504885,2.482310382215253,-0.948386177478966,12.895633770945397,1.158983893116713,52,0,00130.csv,4.205041577039904,0.3863055296713044,8.999904872354442,1.1523006492981871e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6793626108402518
00131.csv,3.3676285575809373,2.499914991218416,-0.9414049088928776,11.573902587010837,1.1408926995095507,53,0,00132.csv,4.20561473310598,0.3815626368082574,9.182460296652252,1.138015026663017e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6687580799272925
00133.csv,3.449492446913663,2.994695135525109,-0.9867055393374604,10.553052640742196,0.9870450895870236,54,0,00135.csv,4.209217970592571,0.3360390276148051,8.087782069116129,1.0051353795148679e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.5785770907269746
00137.csv,3.372493003925355,2.47468810834507,-0.9331169601303768,11.984288635557064,1.2340039064137325,55,0,00139.csv,4.207338855887127,0.4108151593496313,8.597670678653154,1.2276893695776155e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7233371582014559
00141.csv,3.382136756328252,2.4936019875098454,-0.9478477265636572,12.836265571184011,1.2362724571914456,56,0,00142.csv,4.203981854664121,0.4120912013715052,9.23195987630668,1.229577675930481e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7246669166116668
00143.csv,3.383822718764627,2.4794043785439617,-0.956443523785203,12.655987301395294,1.225816404221128,57,0,00144.csv,4.203712316563817,0.4076340489564568,9.283964087662714,1.2169972035608556e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7185378828199231
00145.csv,3.3860339727551585,2.495823360233662,-0.9528668500629852,12.20963360823446,1.2074370816286797,58,0,00146.csv,4.203623701422697,0.4032484609460148,9.913959079053493,1.2018466733863327e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7077644590855318
00147.csv,3.384139592385293,2.4834980820953168,-0.9523529313575728,12.780134013784457,1.2021845409763252,59,0,00148.csv,4.203644585648088,0.401385119281649,11.008944870597244,1.196429299367397e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7046855726986536
00149.csv,3.3827771801616184,2.4920392941768497,-0.9518066439769568,12.658108002877777,1.1910379807660207,60,0,00151.csv,4.207715020355373,0.3942386493471108,8.769234212566106,1.17850864792639e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6981517836690265
00153.csv,3.364536091766799,2.488243242390158,-0.9517057744990748,13.24936801902594,1.1978753010784655,61,0,00155.csv,4.207768529758282,0.4014493829496118,8.64547621512964,1.2027641842690046e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7021596217470194
00155.csv,4.207768529758282,3.71027320107826,0.4014493829496118,8.64547621512964,1.2029770558648456,62,0,00160.csv,4.203607285270917,0.3977050242777862,10.025147602426648,1.186812659249981e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7051501218498477
00157.csv,3.378760315037,2.498187334581169,-0.9457722537487264,13.102537521023756,1.20466247467427,63,0,00164.csv,4.204300191671364,0.3911574810921054,11.272328278958131,1.1679866189325191e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7061380652798903
00159.csv,3.38042492580436,2.4982213366801296,-0.9517682668620396,13.019156020970016,1.1943102367979406,64,0,00167.csv,4.210137152702504,0.1974650504200389,7.90509798766143,5.911407060278777e-10,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7000698848733535
00161.csv,3.3757552328187086,2.4715997205282143,-0.9577750037054298,12.612257184300963,1.183628852831003,65,0,00171.csv,4.207273394827042,0.4111298417467497,8.855451661928804,1.228703599177499e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6938087686125816
00163.csv,3.3744651760728988,2.4972991957929973,-0.9541869981546398,12.968805846071126,1.174032252781531,66,0,00174.csv,4.2030107758477655,0.4122473683405306,10.0303131074292,1.2306413310866311e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6881835210974787
00165.csv,3.628707731152901,3.427057522273196,-0.979203566480338,9.05446951177611,0.5474978488837225,67,0,00176.csv,4.203057607303927,0.4069659179853777,10.54811102432876,1.2150328080440911e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.3209272969677164
00169.csv,3.3850807989789566,2.475863858583421,-0.9269695970852068,13.123905320087225,1.2612743846671075,68,0,00178.csv,4.203420431681314,0.4036938719445324,10.171183334420576,1.204316402045128e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7393223184915217
00173.csv,3.390089045063424,2.482088014003299,-0.9526683776410486,13.179418154583676,1.238912561847798,69,0,00180.csv,4.203391763081669,0.3993841793905051,11.150433415617073,1.192264768701711e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7262144690866265
00175.csv,3.3919885847746998,2.484545959502679,-0.9591403423116251,12.742282067813369,1.225579346448047,70,0,00183.csv,4.208013207373918,0.3927737393118241,8.682783567615884,1.1762255403490656e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7183989264559937
00177.csv,3.3862399608298266,2.481724014979985,-0.9554277687381624,13.23162562344335,1.2133062708510245,71,0,00183.csv,4.208013207373918,0.3927737393118241,8.682783567615884,1.1762255403490656e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7112048069085589
00179.csv,3.383817098626054,2.475682459777723,-0.9577201485364992,12.857920538298638,1.1986273464773758,72,0,00183.csv,4.208013207373918,0.3927737393118241,8.682783567615884,1.1762255403490656e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.7026004488617951
00181.csv,3.3818846696550438,2.4992087242533025,-0.957312378021018,12.67528068575023,1.188522560324479,73,0,00183.csv,4.208013207373918,0.3927737393118241,8.682783567615884,1.1762255403490656e-09,00184.csv,0.2526047672740268,0.4048265816401226,0.1141670925916969,3.196823523813056,880.5342048104927,282.56276134812464,0.6966773174502326
