File,AvgVoltage,MinVoltage,AvgCurrent,MaxTemp,DischargeCapacity_Ah,Cycle,RUL
00001.csv,3.4752664759657903,2.470611866932728,-0.9527668403077523,12.376815880696888,1.7059871630015877,1,17
00005.csv,3.4765588189090355,2.477661652422805,-0.9838885014038209,11.314903320182369,1.5485911041185842,2,16
00007.csv,3.4707669643372343,2.4707098734854784,-0.9838892612061609,11.624528187721143,1.532369181752867,3,15
00009.csv,3.4675514337042928,2.465457800547402,-0.9789465319710104,11.0929238810592,1.5116906665421097,4,14
00011.csv,3.4628386272032645,2.465765118194009,-0.9762620303137102,11.020979145558456,1.4953066851911692,5,13
00013.csv,3.4591836330966035,2.4700482803033514,-0.9711681299821951,11.05909419348262,1.4771002303827787,6,12
00017.csv,3.440865649757287,2.484128874181115,-0.9709334670284248,11.877028657628198,1.474123833031268,7,11
00021.csv,3.44810227661685,2.483034750266961,-0.9610547420763002,11.559250858608888,1.4631991770671091,8,10
00023.csv,3.4496654644975946,2.49830336362436,-0.9582923588349711,11.34743713793976,1.44385228696324,9,9
00025.csv,3.4449123724079618,2.49851157426792,-0.9553719838321842,11.693269060729056,1.4283792959179062,10,8
00027.csv,3.4418308643708455,2.4919375577484737,-0.9527836491780217,11.557441727679937,1.4131854577972787,11,7
00029.csv,3.4344681780842876,2.4683068422721184,-0.949814677088373,11.667407771157473,1.40130106361853,12,6
00033.csv,3.430115214310407,2.479195639185483,-0.962374774611937,11.311016339650983,1.4384787332333233,13,5
00037.csv,3.442078085056046,2.4933737831605582,-0.9528782892582865,11.175603921563273,1.4344420203957722,14,4
00039.csv,3.4424678812268277,2.491571322470993,-0.9497638833815831,11.15023736338702,1.4154667448300309,15,3
00041.csv,3.4338551425476287,2.471859124111365,-0.9517106306260905,11.81131136026599,1.3992041570166345,16,2
00043.csv,3.4327517306039357,2.488914813470205,-0.9434304652541514,11.699803023226297,1.3785103590925816,17,1
00045.csv,3.4273855541261473,2.472852533936716,-0.9400482502771171,11.234017863419322,1.3617674635465986,18,0
00049.csv,3.4184685184601045,2.4822189935935484,-0.9371553622323052,11.729632241368254,1.3478769668806092,19,-1
00051.csv,3.6507246573834036,3.452630071948054,-0.9839651386620409,8.565277404002732,0.6565463742727051,20,-2
00053.csv,3.4156755122328164,2.481264290061195,-0.9234823229846594,12.186162994585318,1.3722301855053822,21,-3
00055.csv,3.4189443106786306,2.487540187711501,-0.930472095057463,11.147409475641334,1.3216744191775471,22,-4
00057.csv,3.4147835574863517,2.4907582384317,-0.9322821459755778,11.681014963080823,1.3108456766586727,23,-5
00061.csv,3.409591730169167,2.493163832069928,-0.9267897523084677,11.29683746494969,1.2969668673798496,24,-6
00063.csv,3.407645240350967,2.479240941037315,-0.9316504925123936,11.88239860330653,1.2952616834559258,25,-7
00065.csv,3.407201115194828,2.4915265338912347,-0.9255669375549472,11.79170575767619,1.2785415208131443,26,-8
00067.csv,3.402851724115477,2.495727313119633,-0.9273633082574366,11.72661603963688,1.267094221212304,27,-9
00069.csv,3.398740761774466,2.4979742120513757,-0.9267828902753352,12.464631760563272,1.2614490983031845,28,-10
00073.csv,3.3945066004903923,2.495109477398993,-0.9236824517720293,11.863547747838409,1.2513786053625093,29,-11
00075.csv,3.39192930556013,2.4851956352139384,-0.9289085100178415,12.460832791038596,1.2508641422769138,30,-12
00077.csv,3.39128980672992,2.4873308484835266,-0.9282275865985665,12.213639136225725,1.2409365235913885,31,-13
00079.csv,3.3932667889977304,2.488620645344286,-0.9244391789678553,11.534784991217848,1.2255975993855257,32,-14
00081.csv,3.3838600818009588,2.476969143594387,-0.9270544586298616,12.42977502748968,1.2239070261029703,33,-15
00085.csv,3.3866520851320576,2.4790054948940434,-0.9460868598841972,12.428323073625249,1.2952342521118732,34,-16
00089.csv,3.402095154295076,2.479600589435018,-0.9356871602351079,12.48741336421358,1.3025594670792602,35,-17
00091.csv,3.404625504614091,2.46837363838224,-0.9401469539731849,11.343734065329729,1.2804913963801812,36,-18
00093.csv,3.3977378433240313,2.497016493627855,-0.9395699773936357,12.641653349352346,1.2673199533536357,37,-19
00095.csv,3.39454078926717,2.4751740867556524,-0.9358360923749524,11.969937687736325,1.2508145643097337,38,-20
00097.csv,3.397135252361952,2.499811739255094,-0.9347239037948782,11.438399477589398,1.2339556406027152,39,-21
00101.csv,3.384557786350807,2.494550023378076,-0.9317054169779714,12.144441411939049,1.2283660188528427,40,-22
00103.csv,3.38207924956575,2.477337702429082,-0.9431234654151266,12.67224284322037,1.2274575928114384,41,-23
00105.csv,3.3808097620789024,2.478325379623597,-0.9364521415339061,11.984785271459067,1.2093395504180997,42,-24
00107.csv,3.382026759648077,2.494831087986124,-0.9330135422416266,12.101959002780742,1.1998797930466283,43,-25
00109.csv,3.376424700878435,2.495678140540268,-0.9354455085688509,12.396974763839234,1.1939537744738864,44,-26
00113.csv,3.3729563491800936,2.4729308126474736,-0.9350017140200774,11.455115215105929,1.1872506044712572,45,-27
00115.csv,3.378642488252421,2.494578415325497,-0.9345624675488318,11.39345446641458,1.1780943421265524,46,-28
00117.csv,3.370172138170829,2.492546798627854,-0.9405823229183861,12.6352725981059,1.180425096023729,47,-29
00119.csv,3.367920943746027,2.4752083843332136,-0.940166082376245,12.45444631401429,1.1747570738413977,48,-30
00121.csv,3.3731133787458676,2.4974098896142385,-0.9385550163357156,12.18400994607025,1.1632908017047165,49,-31
00125.csv,3.3570684734893477,2.470530852621601,-0.9458548848985765,12.849012968534735,1.1708409419840895,50,-32
00127.csv,3.3691516897861753,2.4800604125308974,-0.9389122330771017,11.44307926801482,1.1557788338444432,51,-33
00129.csv,3.3578225461504885,2.482310382215253,-0.9483861774789661,12.895633770945397,1.158983893116713,52,-34
00131.csv,3.3676285575809373,2.499914991218416,-0.9414049088928775,11.573902587010837,1.1408926995095507,53,-35
00133.csv,3.449492446913663,2.994695135525109,-0.9867055393374604,10.553052640742196,0.9870450895870235,54,-36
00137.csv,3.372493003925355,2.47468810834507,-0.9331169601303769,11.984288635557064,1.2340039064137325,55,-37
00141.csv,3.382136756328252,2.4936019875098454,-0.9478477265636571,12.836265571184011,1.2362724571914456,56,-38
00143.csv,3.383822718764627,2.4794043785439617,-0.956443523785203,12.655987301395294,1.2258164042211281,57,-39
00145.csv,3.3860339727551585,2.495823360233662,-0.9528668500629852,12.20963360823446,1.2074370816286797,58,-40
00147.csv,3.3841395923852935,2.4834980820953168,-0.9523529313575727,12.780134013784457,1.2021845409763252,59,-41
00149.csv,3.3827771801616184,2.4920392941768497,-0.9518066439769568,12.658108002877777,1.1910379807660207,60,-42
00153.csv,3.364536091766799,2.488243242390158,-0.9517057744990748,13.24936801902594,1.1978753010784655,61,-43
00155.csv,4.207768529758282,3.71027320107826,0.4014493829496118,8.64547621512964,1.2029770558648456,62,-44
00157.csv,3.3787603150369994,2.498187334581169,-0.9457722537487265,13.102537521023756,1.20466247467427,63,-45
00159.csv,3.38042492580436,2.4982213366801296,-0.9517682668620395,13.019156020970016,1.1943102367979406,64,-46
00161.csv,3.3757552328187086,2.4715997205282143,-0.9577750037054298,12.612257184300963,1.183628852831003,65,-47
00163.csv,3.3744651760728988,2.4972991957929973,-0.9541869981546398,12.968805846071126,1.174032252781531,66,-48
00165.csv,3.6287077311529012,3.427057522273196,-0.9792035664803379,9.05446951177611,0.5474978488837225,67,-49
00169.csv,3.3850807989789566,2.475863858583421,-0.9269695970852067,13.123905320087225,1.2612743846671077,68,-50
00173.csv,3.3900890450634233,2.482088014003299,-0.9526683776410486,13.179418154583676,1.238912561847798,69,-51
00175.csv,3.3919885847746993,2.484545959502679,-0.9591403423116251,12.742282067813369,1.225579346448047,70,-52
00177.csv,3.3862399608298266,2.481724014979985,-0.9554277687381623,13.23162562344335,1.2133062708510245,71,-53
00179.csv,3.383817098626054,2.475682459777723,-0.9577201485364993,12.857920538298638,1.1986273464773758,72,-54
00181.csv,3.3818846696550433,2.4992087242533025,-0.9573123780210179,12.67528068575023,1.1885225603244787,73,-55
